VendaID,Data da Venda,ClienteID,VendedorID,Produto,Quantidade,Preço Unitário,Forma de Pagamento,Status da Venda,Região
1557,2024-03-05,1582,6,Notebook Dell,9,2311.9,Cartão de Crédito,Cancelado,TO
1558,2024-12-04,1801,12,Headset HyperX,20,3552.21,Dinheiro,Cancelado,AC
1559,2024-08-02,1374,38,Teclado Mecânico,11,3971.62,Transferência,Cancelado,PR
1560,2024-09-21,457,4,HD Externo 1TB,15,288.58,Boleto,Cancelado,AM
1561,2023-12-09,1445,19,Cadeira Gamer,7,4343.97,PIX,Pago,PE
1562,2024-02-03,716,22,Headset HyperX,12,978.51,PIX,Pendente,DF
1563,2025-02-28,1815,36,Pen Drive 64GB,10,2322.76,Transferência,Pendente,PI
1564,2024-05-01,15,11,Headset HyperX,16,67.02,Transferência,Pendente,TO
1565,2023-11-25,538,43,Smartphone Samsung,1,667.36,Transferência,Cancelado,PR
1566,2025-07-25,1479,26,Pen Drive 64GB,12,1942.86,Transferência,Pendente,MA
1567,2025-08-07,1244,36,Pen Drive 64GB,7,3482.58,Dinheiro,Pago,RJ
1568,2025-03-06,1248,1,Smartphone Samsung,9,1460.09,Dinheiro,Pago,CE
1569,2025-07-06,173,21,Pen Drive 64GB,11,552.14,Dinheiro,Pendente,BA
1570,2024-04-15,85,41,Teclado Mecânico,16,144.84,Boleto,Pendente,RO
1571,2024-07-17,590,22,"Monitor LG 24""",16,2727.44,PIX,Pendente,RR
1572,2025-08-26,1687,46,,12,4857.81,PIX,Pago,PB
1573,2025-02-23,1827,17,Impressora HP,14,1290.28,Dinheiro,Pendente,GO
1574,2024-08-07,1643,37,Cadeira Gamer,5,4975.86,PIX,Pendente,BA
1575,2024-07-07,1174,50,Mouse Logitech,10,858.03,Transferência,Pendente,RR
1576,2023-12-05,1344,50,Teclado Mecânico,20,3648.19,PIX,Pago,RJ
1577,2025-03-15,445,28,Teclado Mecânico,1,2247.23,Transferência,Cancelado,
1578,2025-03-29,1657,3,Headset HyperX,3,244.42,Boleto,Cancelado,SE
1579,2025-01-19,1285,23,Smartphone Samsung,11,1086.44,PIX,Pendente,MA
1580,2024-10-22,3,27,Pen Drive 64GB,13,152.82,Boleto,Pago,BA
1581,2024-10-26,1708,46,Teclado Mecânico,13,1081.82,Cartão de Crédito,Pago,PR
1582,2025-04-10,1132,2,Pen Drive 64GB,20,1768.42,Dinheiro,Pendente,AC
1583,2024-09-26,587,27,Teclado Mecânico,6,2268.84,Dinheiro,Cancelado,AP
1584,2024-04-07,1759,16,HD Externo 1TB,4,4225.84,Dinheiro,Cancelado,AL
1585,2024-11-30,991,13,Mouse Logitech,11,1667.3,Transferência,Pago,RJ
1586,2024-05-01,712,21,Impressora HP,15,4077.5,Cartão de Crédito,Pendente,RR
1587,2024-11-23,1102,27,Pen Drive 64GB,9,2167.47,PIX,Cancelado,AP
1588,2025-07-25,1212,4,Pen Drive 64GB,13,2743.23,Transferência,Cancelado,RJ
1589,2024-10-19,1767,37,Headset HyperX,2,3928.39,Boleto,Cancelado,MT
1590,2024-08-18,1064,13,"Monitor LG 24""",4,2689.82,Dinheiro,Cancelado,SP
1591,2024-05-07,1954,32,"Monitor LG 24""",11,444.48,Boleto,Pago,RJ
1592,2023-10-02,1841,31,Teclado Mecânico,2,1544.73,Transferência,Cancelado,PB
1593,2023-11-27,622,37,Cadeira Gamer,11,1400.59,PIX,Pago,PB
1594,2024-06-08,598,29,Notebook Dell,14,544.13,Transferência,Pago,ES
1595,2023-11-20,1809,32,Impressora HP,14,3771.53,Transferência,Pago,RS
1596,2025-02-01,19,37,,19,3831.18,Boleto,Pendente,PI
1597,2024-07-04,526,8,,9,1340.19,Cartão de Crédito,Cancelado,RN
1598,2023-12-30,406,2,Notebook Dell,13,3133.41,Cartão de Crédito,Cancelado,AP
1599,2025-03-09,1136,16,HD Externo 1TB,1,3663.12,PIX,Pago,ES
1600,2024-02-10,709,21,Smartphone Samsung,9,206.4,PIX,Pendente,RO
1601,2025-02-15,1761,25,Mouse Logitech,15,815.47,Dinheiro,Cancelado,AM
1602,2025-03-13,563,37,Mouse Logitech,14,3924.26,Cartão de Crédito,Pendente,SE
1603,2024-10-02,594,38,Mouse Logitech,17,1299.16,Dinheiro,Cancelado,RO
1604,2024-06-06,1407,35,Impressora HP,10,3401.97,Cartão de Crédito,Pendente,ES
1605,2024-03-26,1798,23,Mouse Logitech,13,3419.67,Boleto,Cancelado,TO
1606,2024-09-12,406,11,Teclado Mecânico,20,3677.03,Dinheiro,Pendente,AC
1607,2024-04-25,318,35,Impressora HP,18,3788.39,Boleto,Cancelado,AC
1608,2024-09-03,382,29,HD Externo 1TB,1,2170.36,Dinheiro,Cancelado,RR
1609,2025-06-04,1966,2,Mouse Logitech,8,3751.74,PIX,Pago,RR
1610,2025-07-25,1970,45,Smartphone Samsung,13,1887.97,Dinheiro,Pago,PE
1611,2025-01-15,1171,43,Teclado Mecânico,14,3308.35,Cartão de Crédito,Pendente,RJ
1612,2024-07-24,519,30,Cadeira Gamer,14,2916.1,Boleto,Pago,CE
1613,2025-04-06,1852,41,Smartphone Samsung,11,1028.1,Transferência,Pendente,AC
1614,2024-03-31,57,44,Impressora HP,6,4802.19,Dinheiro,Pendente,RO
1615,2024-12-04,600,36,Teclado Mecânico,20,952.36,Boleto,Pendente,MA
1616,2023-09-30,416,42,Impressora HP,15,1100.73,Dinheiro,Pendente,PI
1617,2024-12-24,130,38,Pen Drive 64GB,10,3290.34,Dinheiro,Cancelado,SC
1618,2024-04-20,1945,24,Teclado Mecânico,17,1976.4,Boleto,Pendente,BA
1619,2024-06-05,671,23,HD Externo 1TB,15,233.95,Cartão de Crédito,Cancelado,AC
1620,2025-02-24,1544,15,Headset HyperX,1,4075.34,Cartão de Crédito,Pendente,
1621,2024-05-27,491,13,Smartphone Samsung,12,956.98,PIX,Pago,AC
1622,2025-01-04,422,24,Teclado Mecânico,13,509.59,Cartão de Crédito,Cancelado,ES
1623,2025-08-08,1204,1,Notebook Dell,2,1394.36,PIX,Pendente,AC
1624,2024-12-29,315,40,HD Externo 1TB,11,3203.54,Transferência,Pendente,AM
1625,2024-12-24,1369,48,,4,4821.79,Boleto,Pago,PE
1626,2025-04-10,851,31,"Monitor LG 24""",11,4765.86,Cartão de Crédito,Pendente,PA
1627,2023-12-21,1723,42,Cadeira Gamer,12,147.24,Transferência,Cancelado,MA
1628,2025-05-19,865,29,Notebook Dell,20,3896.63,Cartão de Crédito,Cancelado,MG
1629,2025-01-14,1138,39,Notebook Dell,16,4536.86,Dinheiro,Cancelado,PB
1630,2025-03-16,1483,34,Pen Drive 64GB,8,3849.31,Cartão de Crédito,Pago,PB
1631,2025-01-22,1553,35,Teclado Mecânico,10,4395.39,PIX,Pendente,PB
1632,2025-02-08,549,18,Mouse Logitech,14,3099.6,PIX,Pendente,PE
1633,2024-03-10,1766,32,"Monitor LG 24""",3,2947.75,Transferência,Pendente,TO
1634,2024-12-17,455,23,Notebook Dell,8,4115.97,Boleto,Cancelado,SP
1635,2024-02-08,77,1,Pen Drive 64GB,17,2831.33,Boleto,Pendente,AP
1636,2023-09-21,742,43,Pen Drive 64GB,19,4604.51,PIX,Cancelado,AL
1637,2023-10-10,179,14,Mouse Logitech,19,4216.74,Cartão de Crédito,Cancelado,RR
1638,2024-02-17,150,13,Smartphone Samsung,6,4382.91,Boleto,Cancelado,SE
1639,2024-06-27,1897,29,"Monitor LG 24""",4,3565.1,Dinheiro,Pago,PB
1640,2025-03-17,579,46,Notebook Dell,7,2144.51,Boleto,Cancelado,PA
1641,2024-08-11,1003,43,HD Externo 1TB,12,4003.07,Transferência,Pendente,DF
1642,2025-08-23,548,23,Pen Drive 64GB,7,736.07,Boleto,Cancelado,RR
1643,2025-01-08,1645,37,"Monitor LG 24""",15,564.8,Transferência,Pendente,PA
1644,2024-06-22,308,46,Impressora HP,3,1570.06,PIX,Cancelado,RR
1645,2024-03-31,265,33,HD Externo 1TB,4,1303.07,Transferência,Pago,BA
1646,2025-09-06,517,11,Smartphone Samsung,10,3296.57,Dinheiro,Pago,PR
1647,2024-12-20,992,20,HD Externo 1TB,1,517.07,PIX,Pago,PR
1648,2025-05-13,1045,19,Smartphone Samsung,13,241.94,Boleto,Cancelado,AP
1649,2025-04-18,1356,42,HD Externo 1TB,16,1693.12,Boleto,Pendente,PA
1650,2024-04-08,234,2,HD Externo 1TB,18,1756.1,Transferência,Cancelado,RO
1651,2023-11-21,646,18,Notebook Dell,8,4143.53,Dinheiro,Cancelado,PR
1652,2024-04-25,192,9,Notebook Dell,19,2438.76,Transferência,Pendente,PI
1653,2023-09-23,866,37,Smartphone Samsung,12,3963.34,PIX,Pendente,PI
1654,2024-09-03,1434,6,Smartphone Samsung,3,3937.54,PIX,Cancelado,GO
1655,2025-04-14,1740,44,Cadeira Gamer,16,4413.6,Boleto,Pendente,MA
1656,2023-11-22,770,10,"Monitor LG 24""",1,3973.38,Transferência,Pendente,MA
1657,2025-05-30,619,34,"Monitor LG 24""",13,4817.8,Dinheiro,Pago,SE
1658,2024-12-24,225,36,Cadeira Gamer,9,1735.3,Boleto,Pago,PE
1659,2024-06-17,667,16,Teclado Mecânico,19,2478.88,Transferência,Cancelado,DF
1660,2023-11-16,771,43,Notebook Dell,16,88.99,Boleto,Pago,AL
1661,2025-05-26,1867,14,Notebook Dell,3,3058.04,Boleto,Pendente,AC
1662,2023-12-05,904,33,Headset HyperX,7,2248.81,Boleto,Cancelado,MT
1663,2023-12-01,1383,50,Notebook Dell,17,4069.78,Dinheiro,Pendente,SE
1664,2025-06-29,995,31,Headset HyperX,14,64.61,Boleto,Pago,PI
1665,2024-02-12,38,9,Smartphone Samsung,5,4763.78,Transferência,Pendente,
1666,2024-05-17,1497,49,Pen Drive 64GB,9,3843.36,Dinheiro,Pendente,TO
1667,2023-10-18,687,49,Impressora HP,8,4556.31,Cartão de Crédito,Cancelado,AC
1668,2025-06-13,277,7,Notebook Dell,2,3389.59,Cartão de Crédito,Pago,PI
1669,2025-07-18,970,40,Mouse Logitech,3,4198.2,Dinheiro,Pendente,PB
1670,2023-09-20,1702,28,Pen Drive 64GB,1,1326.13,Cartão de Crédito,Pago,PI
1671,2024-04-15,776,36,Impressora HP,3,3851.68,Boleto,Pago,GO
1672,2024-02-15,1893,44,Impressora HP,18,1509.79,Dinheiro,Cancelado,RN
1673,2025-08-29,987,37,Pen Drive 64GB,8,141.28,Dinheiro,Pendente,AC
1674,2025-01-26,94,14,Cadeira Gamer,10,1709.25,Dinheiro,Pago,AP
1675,2024-09-20,1004,33,Pen Drive 64GB,5,1254.87,Transferência,Cancelado,PA
1676,2024-11-05,166,9,Teclado Mecânico,10,761.03,PIX,Pago,SP
1677,2023-10-19,908,47,Impressora HP,15,1730.7,PIX,Cancelado,RN
1678,2024-01-15,1576,9,Mouse Logitech,10,385.98,Boleto,Pendente,TO
1679,2023-10-07,353,7,Notebook Dell,11,3909.62,PIX,Cancelado,RS
1680,2024-10-09,172,17,Pen Drive 64GB,11,1338.92,Dinheiro,Pendente,AM
1681,2025-01-31,1888,15,Cadeira Gamer,10,2512.6,Dinheiro,Pago,PB
1682,2024-09-10,1025,3,Notebook Dell,18,1942.63,PIX,Pendente,RS
1683,2023-12-06,275,22,HD Externo 1TB,20,653.68,PIX,Cancelado,PE
1684,2024-04-12,1035,20,"Monitor LG 24""",17,1565.91,Dinheiro,Pago,PI
1685,2024-01-27,1978,39,,2,3195.74,Boleto,Cancelado,MS
1686,2024-05-03,459,38,Headset HyperX,13,3272.54,Transferência,Pago,CE
1687,2024-07-08,1309,17,HD Externo 1TB,2,4132.4,Cartão de Crédito,Pago,MG
1688,2024-07-31,1485,41,Notebook Dell,6,1967.95,Boleto,Pago,AP
1689,2023-10-22,985,12,Smartphone Samsung,12,4986.49,Dinheiro,Pendente,RR
1690,2024-11-26,316,10,Headset HyperX,2,3055.81,Transferência,Cancelado,SC
1691,2024-08-06,742,22,Impressora HP,5,453.76,PIX,Pago,AC
1692,2025-03-24,722,27,Teclado Mecânico,1,4270.97,Dinheiro,Pago,CE
1693,2025-03-07,1891,13,Teclado Mecânico,13,3862.47,Dinheiro,Cancelado,RO
1694,2025-06-27,960,4,"Monitor LG 24""",9,3874.38,Boleto,Pendente,ES
1695,2025-06-10,1614,44,HD Externo 1TB,2,1058.81,PIX,Cancelado,PE
1696,2024-04-09,1406,19,Notebook Dell,1,2734.98,Transferência,Cancelado,SP
1697,2025-06-28,867,2,Notebook Dell,9,4560.6,Cartão de Crédito,Cancelado,AL
1698,2024-06-30,353,31,Pen Drive 64GB,9,3659.94,Boleto,Pendente,BA
1699,2024-01-29,1798,28,HD Externo 1TB,15,2820.19,Cartão de Crédito,Pago,BA
1700,2023-11-30,194,42,Impressora HP,17,3023.52,Dinheiro,Pendente,RR
1701,2025-03-08,1934,31,Cadeira Gamer,18,4643.38,Cartão de Crédito,Cancelado,TO
1702,2024-07-14,73,9,Smartphone Samsung,4,434.91,Transferência,Pendente,MA
1703,2024-09-08,609,48,Mouse Logitech,20,2195.78,Dinheiro,Pendente,MA
1704,2024-12-25,1035,25,Teclado Mecânico,18,1351.1,PIX,Pago,AC
1705,2025-02-17,1652,26,"Monitor LG 24""",6,2426.73,Dinheiro,Pago,PE
1706,2025-05-14,1050,21,Teclado Mecânico,17,3764.87,Dinheiro,Pendente,RJ
1707,2025-07-07,1718,48,Mouse Logitech,6,3890.33,Dinheiro,Pago,RN
1708,2024-09-22,1607,41,Headset HyperX,20,4696.75,PIX,Pendente,MA
1709,2024-06-23,1399,37,Pen Drive 64GB,4,1361.03,Cartão de Crédito,Pendente,RO
1710,2025-08-27,970,16,Headset HyperX,2,4756.62,Boleto,Pago,RO
1711,2024-08-26,861,30,HD Externo 1TB,8,2094.27,Cartão de Crédito,Cancelado,RJ
1712,2025-04-17,3,17,Pen Drive 64GB,5,3956.07,Boleto,Pendente,PA
1713,2024-02-29,864,18,Impressora HP,20,1245.37,PIX,Pago,RJ
1714,2024-02-13,1784,13,Teclado Mecânico,3,1563.35,Boleto,Pago,TO
1715,2023-10-08,894,4,Smartphone Samsung,1,972.93,PIX,Cancelado,RS
1716,2024-10-12,185,37,Notebook Dell,17,3951.65,Transferência,Pendente,TO
1717,2023-10-21,711,42,Pen Drive 64GB,1,4505.67,Transferência,Pago,ES
1718,2023-11-16,990,8,Cadeira Gamer,6,1371.3,Boleto,Pendente,GO
1719,2023-12-25,1077,23,Pen Drive 64GB,2,122.41,Cartão de Crédito,Pago,PI
1720,2024-11-05,247,49,Notebook Dell,8,4773.22,PIX,Cancelado,SC
1721,2025-02-11,1338,9,Mouse Logitech,15,1315.94,Cartão de Crédito,Pago,SC
1722,2024-01-05,1732,38,Mouse Logitech,4,4960.39,PIX,Pago,MS
1723,2024-01-14,222,43,Mouse Logitech,10,109.14,Cartão de Crédito,Pendente,ES
1724,2025-08-11,620,9,HD Externo 1TB,14,2828.66,Transferência,Cancelado,AM
1725,2024-12-23,878,12,Pen Drive 64GB,3,825.33,Transferência,Pendente,RS
1726,2024-02-15,1399,7,Impressora HP,5,3093.27,PIX,Pendente,DF
1727,2024-05-15,676,6,Teclado Mecânico,8,2976.16,PIX,Pago,BA
1728,2024-05-19,1287,32,Headset HyperX,3,970.32,Transferência,Pago,RN
1729,2024-03-17,1577,38,Smartphone Samsung,7,2749.53,Cartão de Crédito,Pago,MS
1730,2024-06-23,445,13,Pen Drive 64GB,5,82.13,PIX,Pendente,PB
1731,2023-10-26,1179,1,Smartphone Samsung,1,2684.03,Dinheiro,Pendente,AC
1732,2024-08-07,1621,47,Headset HyperX,2,4678.11,Transferência,Cancelado,RO
1733,2025-08-06,1701,21,"Monitor LG 24""",18,1719.93,Dinheiro,Cancelado,RN
1734,2023-09-26,193,7,Impressora HP,3,633.45,Cartão de Crédito,Pago,MA
1735,2024-04-04,770,31,Notebook Dell,11,4893.03,Cartão de Crédito,Pendente,MA
1736,2024-09-07,1063,4,Mouse Logitech,13,2341.74,Dinheiro,Pago,DF
1737,2023-12-06,637,41,Notebook Dell,3,3314.24,Boleto,Pago,PB
1738,2025-01-19,726,22,Teclado Mecânico,2,4884.57,Transferência,Cancelado,AM
1739,2024-07-07,648,50,Headset HyperX,15,2303.31,PIX,Pago,AC
1740,2023-10-29,44,45,Impressora HP,4,3125.98,Boleto,Pendente,DF
1741,2024-10-29,691,36,Smartphone Samsung,6,3995.15,PIX,Pendente,ES
1742,2023-12-23,157,2,HD Externo 1TB,17,3974.34,Boleto,Pendente,MA
1743,2024-01-04,1161,10,"Monitor LG 24""",13,4420.96,Cartão de Crédito,Pendente,AP
1744,2023-11-12,122,38,Notebook Dell,7,148.64,Transferência,Pendente,MG
1745,2024-03-24,1377,17,Headset HyperX,14,1132.98,Transferência,Cancelado,SC
1746,2025-07-14,1164,31,Impressora HP,8,2853.77,PIX,Cancelado,MG
1747,2025-06-22,1523,2,Notebook Dell,6,767.69,Transferência,Pendente,BA
1748,2024-01-17,525,39,Notebook Dell,14,1476.59,Cartão de Crédito,Pendente,
1749,2024-06-18,164,48,Notebook Dell,18,1908.28,Dinheiro,Cancelado,MS
1750,2024-07-31,809,36,Headset HyperX,2,1591.74,PIX,Cancelado,RN
1751,2025-02-08,238,9,Teclado Mecânico,3,493.08,Dinheiro,Pago,CE
1752,2024-01-15,1473,23,Pen Drive 64GB,5,1275.31,Boleto,Cancelado,SC
1753,2024-05-10,139,42,HD Externo 1TB,9,4348.3,Cartão de Crédito,Pago,PA
1754,2023-10-31,603,4,Teclado Mecânico,6,4157.0,Dinheiro,Pago,SE
1755,2025-05-01,311,36,Pen Drive 64GB,6,688.13,Transferência,Cancelado,PB
1756,2025-08-18,153,3,HD Externo 1TB,8,4864.16,PIX,Cancelado,PE
1757,2024-02-24,712,12,HD Externo 1TB,6,4971.0,Dinheiro,Pendente,RJ
1758,2024-05-01,55,27,Cadeira Gamer,12,4466.53,Cartão de Crédito,Cancelado,SP
1759,2025-05-15,1152,40,Headset HyperX,12,3649.46,Boleto,Cancelado,BA
1760,2025-06-14,1260,45,HD Externo 1TB,9,4350.75,PIX,Pago,SP
1761,2024-03-15,1216,22,Pen Drive 64GB,14,951.2,PIX,Pendente,MG
1762,2024-12-25,564,17,Headset HyperX,17,3551.56,Cartão de Crédito,Cancelado,MS
1763,2025-03-05,1601,26,Impressora HP,6,3416.53,Dinheiro,Pago,PI
1764,2025-01-22,1499,7,HD Externo 1TB,13,3363.78,Boleto,Pendente,MS
1765,2024-02-03,1514,19,Smartphone Samsung,11,1418.03,Dinheiro,Pendente,GO
1766,2025-05-06,1848,17,Notebook Dell,9,406.49,Boleto,Pendente,MS
1767,2024-07-13,656,39,Notebook Dell,18,554.18,Dinheiro,Pendente,PA
1768,2025-08-22,1576,49,Teclado Mecânico,16,1387.83,Dinheiro,Pago,
1769,2024-05-13,1353,20,Teclado Mecânico,18,303.73,Cartão de Crédito,Cancelado,PI
1770,2025-08-18,1292,27,Teclado Mecânico,13,3076.57,Boleto,Cancelado,RR
1771,2023-09-22,1432,36,Cadeira Gamer,3,1431.04,PIX,Cancelado,AC
1772,2024-03-28,725,26,Notebook Dell,16,1704.89,Transferência,Cancelado,AP
1773,2025-06-23,1827,29,"Monitor LG 24""",5,3614.12,Cartão de Crédito,Pago,MS
1774,2024-12-28,1441,50,Impressora HP,12,268.61,Dinheiro,Pago,MS
1775,2024-11-06,1640,8,HD Externo 1TB,9,284.65,Transferência,Cancelado,SP
1776,2024-07-02,707,25,Smartphone Samsung,7,3424.33,Transferência,Pendente,AP
1777,2024-11-28,1446,22,"Monitor LG 24""",18,3082.4,Cartão de Crédito,Pendente,CE
1778,2024-03-11,1751,34,Notebook Dell,7,2866.45,Cartão de Crédito,Pendente,BA
1779,2023-10-01,194,19,Impressora HP,9,3900.31,PIX,Pago,MG
1780,2025-06-18,1422,11,Teclado Mecânico,5,2334.69,Transferência,Pago,MS
1781,2025-07-30,606,26,Teclado Mecânico,3,2721.34,Boleto,Pendente,PB
1782,2024-10-28,334,6,Mouse Logitech,17,3880.55,Transferência,Cancelado,PA
1783,2025-07-05,460,49,Teclado Mecânico,3,993.26,Cartão de Crédito,Cancelado,TO
1784,2025-07-14,604,50,Teclado Mecânico,15,737.75,PIX,Pendente,PB
1785,2025-05-01,964,22,Notebook Dell,19,4378.42,Boleto,Pago,PR
1786,2024-10-12,508,27,Headset HyperX,19,4864.98,Cartão de Crédito,Pago,BA
1787,2025-01-31,643,16,Teclado Mecânico,8,741.25,Transferência,Cancelado,RS
1788,2024-12-06,792,32,Pen Drive 64GB,14,198.63,PIX,Pago,TO
1789,2023-11-13,1138,4,Impressora HP,11,3226.19,Boleto,Pago,PA
1790,2025-03-11,1875,14,Pen Drive 64GB,19,3179.18,Transferência,Pendente,RR
1791,2024-10-30,1892,6,Mouse Logitech,9,3289.52,PIX,Pago,SC
1792,2024-09-10,1261,37,Mouse Logitech,11,1666.56,Cartão de Crédito,Pago,RN
1793,2024-12-01,1003,35,HD Externo 1TB,19,1692.2,Cartão de Crédito,Pago,CE
1794,2024-02-01,105,41,HD Externo 1TB,20,749.78,Transferência,Pago,PI
1795,2024-01-27,423,45,Teclado Mecânico,1,341.65,PIX,Pendente,ES
1796,2025-04-27,1827,15,Impressora HP,14,3103.8,Dinheiro,Cancelado,AL
1797,2024-10-09,1796,35,HD Externo 1TB,17,1370.67,Transferência,Pago,MS
1798,2025-01-06,1854,47,Headset HyperX,15,4222.57,Transferência,Cancelado,AP
1799,2024-11-12,1775,42,Notebook Dell,20,4033.11,PIX,Pago,TO
1800,2024-12-13,530,11,Impressora HP,7,1692.42,Dinheiro,Pendente,AC
1801,2025-02-14,115,38,Smartphone Samsung,17,3153.24,Dinheiro,Pendente,RR
1802,2023-11-27,1830,13,,7,4034.43,Cartão de Crédito,Cancelado,RO
1803,2025-01-30,756,21,Mouse Logitech,12,679.85,Dinheiro,Pago,MA
1804,2025-05-19,1904,50,"Monitor LG 24""",2,1406.27,Cartão de Crédito,Pago,DF
1805,2025-01-09,976,7,HD Externo 1TB,18,368.9,Cartão de Crédito,Pago,RR
1806,2025-01-02,1839,2,Smartphone Samsung,14,2044.41,PIX,Cancelado,SP
1807,2024-09-23,1654,41,Cadeira Gamer,15,2065.12,Cartão de Crédito,Cancelado,RJ
1808,2023-11-01,405,50,Mouse Logitech,12,151.9,Dinheiro,Pago,PI
1809,2025-08-04,576,41,HD Externo 1TB,18,4466.74,Cartão de Crédito,Pendente,MS
1810,2025-02-09,1530,6,"Monitor LG 24""",2,1687.17,Dinheiro,Pago,AP
1811,2025-03-08,1498,38,Cadeira Gamer,17,2083.41,Cartão de Crédito,Pago,PI
1812,2024-06-16,1582,38,Notebook Dell,3,4165.07,Transferência,Pendente,MG
1813,2025-07-01,277,40,Notebook Dell,6,4224.53,Cartão de Crédito,Pendente,PI
1814,2024-12-05,387,45,Cadeira Gamer,18,847.52,Boleto,Pago,
1815,2024-11-12,1159,34,Smartphone Samsung,17,3831.85,Dinheiro,Pago,ES
1816,2024-02-18,1263,29,Mouse Logitech,1,2345.12,PIX,Cancelado,RN
1817,2024-11-06,771,4,Headset HyperX,13,4289.39,Boleto,Cancelado,DF
1818,2025-01-16,1284,3,Cadeira Gamer,14,1594.6,Transferência,Pendente,SP
1819,2024-12-21,1666,11,Smartphone Samsung,1,2640.44,Transferência,Pago,AP
1820,2025-07-29,385,38,Smartphone Samsung,14,637.55,Boleto,Cancelado,PI
1821,2024-08-16,160,15,"Monitor LG 24""",2,1622.18,Transferência,Pago,PR
1822,2024-05-27,1339,50,Impressora HP,1,4773.51,Boleto,Pago,MT
1823,2025-03-12,442,39,Cadeira Gamer,15,3711.12,Boleto,Pendente,AM
1824,2024-09-22,513,41,Mouse Logitech,11,358.45,PIX,Pago,ES
1825,2024-11-12,1785,15,Teclado Mecânico,12,3041.1,PIX,Pendente,PE
1826,2024-06-02,1277,50,Notebook Dell,6,3144.5,Cartão de Crédito,Cancelado,AP
1827,2024-05-16,887,12,Headset HyperX,1,3332.7,Dinheiro,Cancelado,PR
1828,2024-09-05,998,26,"Monitor LG 24""",19,3608.6,PIX,Pago,TO
1829,2024-12-16,1224,44,"Monitor LG 24""",6,109.44,Boleto,Pendente,AM
1830,2024-08-05,1574,30,Pen Drive 64GB,8,1838.06,Boleto,Pago,BA
1831,2025-04-07,468,31,Pen Drive 64GB,12,2620.12,Transferência,Pendente,AC
1832,2024-12-07,799,37,Mouse Logitech,8,3229.19,PIX,Pendente,AC
1833,2024-02-02,929,18,Impressora HP,17,2681.82,PIX,Cancelado,PB
1834,2025-01-02,928,46,Headset HyperX,1,2221.81,Dinheiro,Pago,SE
1835,2024-05-24,484,41,Headset HyperX,20,3142.71,Boleto,Pago,TO
1836,2024-01-11,1846,30,Impressora HP,3,3264.95,Dinheiro,Pago,MS
1837,2025-02-14,1984,9,Cadeira Gamer,8,352.16,Transferência,Pendente,PI
1838,2025-07-01,245,35,Headset HyperX,8,1496.69,Transferência,Cancelado,GO
1839,2024-07-05,518,25,Cadeira Gamer,5,4790.27,Transferência,Pendente,MA
1840,2024-06-05,17,38,Mouse Logitech,11,3748.62,Boleto,Cancelado,SE
1841,2024-09-03,671,12,Notebook Dell,20,2053.67,Boleto,Pendente,RN
1842,2024-07-16,1329,20,Impressora HP,5,4763.71,PIX,Cancelado,RN
1843,2024-12-17,129,47,"Monitor LG 24""",1,4643.57,Cartão de Crédito,Pago,PA
1844,2024-02-10,425,47,"Monitor LG 24""",7,2874.67,Transferência,Pago,MS
1845,2024-07-26,191,34,Mouse Logitech,18,1203.6,Cartão de Crédito,Pago,SP
1846,2025-06-01,862,25,Impressora HP,10,2226.8,PIX,Pendente,GO
1847,2025-01-20,699,33,"Monitor LG 24""",20,3299.98,Transferência,Pago,AL
1848,2025-08-25,1627,20,Pen Drive 64GB,15,2128.08,Dinheiro,Cancelado,MG
1849,2023-11-01,149,22,Mouse Logitech,8,571.99,Boleto,Pendente,RO
1850,2024-02-03,667,8,,9,2474.3,Transferência,Pendente,SC
1851,2024-10-06,1047,21,,1,2596.98,Boleto,Pendente,MG
1852,2025-07-12,985,9,Smartphone Samsung,2,2021.86,Cartão de Crédito,Pago,PR
1853,2024-04-14,129,30,Teclado Mecânico,19,1648.76,Dinheiro,Cancelado,RO
1854,2024-05-11,1997,41,Notebook Dell,5,281.58,Cartão de Crédito,Pago,
1855,2023-12-11,1819,10,Pen Drive 64GB,17,1330.73,PIX,Pendente,AL
1856,2024-05-19,602,31,Impressora HP,16,4099.41,Cartão de Crédito,Pago,
1857,2024-08-03,1951,49,HD Externo 1TB,20,3887.38,Boleto,Pendente,GO
1858,2024-03-07,28,40,"Monitor LG 24""",10,725.22,Cartão de Crédito,Pendente,PA
1859,2024-05-02,307,42,"Monitor LG 24""",8,3032.33,Transferência,Cancelado,CE
1860,2024-08-01,1713,26,Mouse Logitech,18,926.22,Cartão de Crédito,Pendente,AP
1861,2025-04-17,782,3,Teclado Mecânico,7,2329.99,PIX,Pendente,MG
1862,2024-10-06,930,46,Notebook Dell,9,4976.95,Transferência,Cancelado,GO
1863,2025-02-03,1206,36,Impressora HP,9,4376.64,Boleto,Pendente,AL
1864,2024-09-01,771,8,Cadeira Gamer,4,1879.76,Dinheiro,Cancelado,ES
1865,2024-03-19,1366,44,Pen Drive 64GB,1,4835.37,PIX,Cancelado,DF
1866,2025-08-05,233,28,HD Externo 1TB,8,4885.77,Cartão de Crédito,Cancelado,RJ
1867,2024-09-05,61,7,Pen Drive 64GB,9,2763.56,PIX,Pendente,PE
1868,2024-09-22,1690,41,Teclado Mecânico,18,4897.16,Boleto,Pago,PB
